date,amount,description
06-12-2025,"2,387",GITHUB - GitHub subscription BLR
16-11-2025,"? 1,762",ATLASSIAN - Atlassian Jira
11-11-2025,? 307,DMART - DMart groceries Txn C9VPJ1BBSU64
25-01-2025,869,RELIANCE FRESH - Reliance Fresh groceries Payment 1BF24M
22-03-2025,"? 6,733",INDIGO - IndiGo flight BLR
13-11-2025,148,SBI - SBI service charge MUM
17-12-2025,278,ELECTRICITY - Electricity bill Txn XHHUZKTERASN
09-04-2025,"? 2,395",AIRTEL - Airtel broadband bill Txn C341FXXPRUYG
28-04-2025,? 653,SLACK - Slack subscription POS/2T7C4H
09-02-2025,150,AMAZON - Amazon office supplies MUM
20-05-2025,? 398,SPOTIFY - Spotify subscription MUM
13-06-2025,362 INR,SBI - SBI service charge Txn JRVEGO89U3H5
16-12-2025,"3,128",UPI - UPI transfer Payment 4X8ENU
07-11-2025,"19,192",GOOGLE ADS - Google ads spend Txn PMR01IGWCAXC
08-04-2025,163,OLA - Ola ride MUM
24-08-2025,"3,978 INR",FREELANCER - Freelance services Ref 4VZ8J1E0TJ
22-12-2025,89,OLA - Ola ride UPI/7BCKKA
01-09-2025,"6,382",GOOGLE CLOUD - Google Cloud billing DEL
11-04-2025,"1,771",MICROSOFT - Microsoft 365 ONLINE/VZPPI1
01-11-2025,"7,764",INDIGO - IndiGo flight Txn IPS6GVXIITU5
06-06-2025,668,STARBUCKS - Starbucks coffee
12-05-2025,? 800,RELIANCE FRESH - Reliance Fresh groceries Payment 5HM3BV
06-01-2025,295.99,ICICI - ICICI bank fee ONLINE/6BRO51
31-05-2025,"? 5,055",FLIPKART - Flipkart office supplies DEL
01-01-2025,226,KFC - KFC meal AHM
20-03-2025,"2,638",IMPS - IMPS transfer
15-02-2025,200,AIRTEL - Airtel broadband bill DEL
17-03-2025,"? 1,200",INDIGO - IndiGo flight POS/JZ19FK
14-02-2025,? 866,ZOOM - Zoom subscription Ref LPAWHA4MXR
18-09-2025,"? 8,661",MAKEMYTRIP - MakeMyTrip booking ONLINE/BR2EJL
27-06-2025,? 471,SWIGGY - Swiggy food order POS/2WNSD2
24-06-2025,? 375,UBER - Uber trip BLR
28-10-2025,"1,694",SLACK - Slack subscription MUM
28-11-2025,50 INR,IMPS - IMPS transfer Payment 85DA9U
05-01-2025,? 329.82,AMAZON - Amazon office supplies DEL
25-01-2025,"? 2,158",ADOBE - Adobe subscription Ref HSQDNOBZ6D
04-06-2025,"1,860",AIRTEL - Airtel broadband bill UPI/4JQAUE
16-06-2025,"6,434",NEFT - NEFT transfer UPI/52J3QC
07-07-2025,571,SWIGGY - Swiggy food order POS/VKMIT7
21-04-2025,"10,588 INR",FREELANCER - Freelance services DEL
19-04-2025,185.05,NETFLIX - Netflix subscription Payment 73ISVR
21-06-2025,"1,755",NOTION - Notion subscription BLR
22-10-2025,"2,105",CA CONSULT - CA consultation DEL
13-02-2025,219.88 INR,OLA - Ola ride Payment UVIGO7
23-09-2025,"2,412 INR",ELECTRICITY - Electricity bill DEL
19-01-2025,"? 2,775",AIRTEL - Airtel broadband bill MUM
03-10-2025,"1,126",ZOOM - Zoom subscription MUM
25-11-2025,"? 2,982",UPI - UPI transfer MUM
24-06-2025,"? 1,484",MICROSOFT - Microsoft 365 DEL
13-02-2025,236,SWIGGY - Swiggy food order UPI/O9QW0K
16-08-2025,"16,588",GOOGLE ADS - Google ads spend BLR
08-12-2025,"6,386.38 INR",META ADS - Meta ads spend BLR
12-11-2025,"2,263 INR",AMAZON - Amazon office supplies DEL
12-06-2025,"1,904",BIGBASKET - BigBasket groceries BLR
28-07-2025,879 INR,BIGBASKET - BigBasket groceries DEL
22-06-2025,80,KFC - KFC meal ONLINE/80B0EX
28-03-2025,? 656,SWIGGY - Swiggy food order POS/LII8CQ
23-02-2025,"10,489 INR",GOOGLE ADS - Google ads spend Ref 3XX03CO8KH
26-06-2025,? 601,NETFLIX - Netflix subscription ONLINE/DTFJZQ
11-04-2025,"? 1,415",SLACK - Slack subscription AHM
24-01-2025,? 135,SBI - SBI service charge BLR
29-10-2025,? 95,DOMINOS - Dominos pizza Ref 4W8PNM18RV
06-02-2025,"1,170.71",ATLASSIAN - Atlassian Jira Txn KDO80HH0P7US
12-10-2025,? 215,OLA - Ola ride BLR
15-11-2025,200,ADOBE - Adobe subscription AHM
10-08-2025,? 194.92,HDFC - HDFC bank charge Payment FQUEZR
01-04-2025,"4,064",GOOGLE CLOUD - Google Cloud billing Ref NDA60VQJNG
28-03-2025,"? 1,549",JIO - Jio fiber bill POS/20UAQX
07-03-2025,"? 14,163.95",AWS - AWS cloud charges Txn O1G3202N9O3F
15-11-2025,"2,942 INR",UPI - UPI transfer POS/IXAAZT
29-12-2025,183,HDFC - HDFC bank charge AHM
11-04-2025,385 INR,NETFLIX - Netflix subscription BLR
06-03-2025,"1,652 INR",GAS - Gas bill
01-08-2025,? 563,RELIANCE FRESH - Reliance Fresh groceries AHM
25-05-2025,"7,212 INR",CA CONSULT - CA consultation Txn 1J2Q10IV0G51
08-04-2025,"1,921 INR",MICROSOFT - Microsoft 365 AHM
07-03-2025,"? 5,558",AMAZON - Amazon office supplies MUM
03-08-2025,"? 3,036.84",ATLASSIAN - Atlassian Jira AHM
31-03-2025,? 50,SBI - SBI service charge ONLINE/K9TJ42
20-08-2025,? 41,HDFC - HDFC bank charge Txn 5NSEEYN4SAIJ
08-04-2025,"7,732",INDIGO - IndiGo flight UPI/5ROS7G
13-02-2025,257 INR,STARBUCKS - Starbucks coffee UPI/LHASE3
25-08-2025,? 339,AMAZON - Amazon office supplies Ref RK2MMQC6DI
22-06-2025,"1,755 INR",GITHUB - GitHub subscription MUM
19-02-2025,"2,551.58",AIRTEL - Airtel broadband bill DEL
01-03-2025,"4,407",MAKEMYTRIP - MakeMyTrip booking MUM
23-01-2025,"? 2,649",JIO - Jio fiber bill AHM
24-02-2025,164,ICICI - ICICI bank fee Txn E7QEIMBRGUHG
13-06-2025,"? 1,427",MICROSOFT - Microsoft 365 Ref UVTV8X898E
26-03-2025,"? 8,814.68",VISTARA - Vistara flight UPI/0L6DN1
14-08-2025,"3,886 INR",IMPS - IMPS transfer Ref J6YUEJTV0U
22-02-2025,"2,995",MICROSOFT - Microsoft 365 UPI/J3KJ2X
08-04-2025,"? 2,987.96",NEFT - NEFT transfer Txn W1NA4V9L3MX2
13-05-2025,? 200,GAS - Gas bill DEL
26-05-2025,? 851,GITHUB - GitHub subscription MUM
07-10-2025,"1,624",AIRTEL - Airtel broadband bill MUM
20-11-2025,194.69,ICICI - ICICI bank fee Txn 5UT91573LIRK
15-12-2025,506 INR,DOMINOS - Dominos pizza AHM
31-03-2025,412 INR,KFC - KFC meal ONLINE/R6K2Y2
11-02-2025,"6,622.23 INR",FREELANCER - Freelance services BLR
17-02-2025,? 80,ZOMATO - Zomato food order DEL
11-01-2025,? 221,OLA - Ola ride AHM
24-06-2025,"4,909",IMPS - IMPS transfer BLR
18-03-2025,? 375.91,UBER - Uber trip MUM
29-08-2025,983 INR,IRCTC - IRCTC train booking Txn V79USTEH4KDY
17-11-2025,"? 2,756.98",INDIGO - IndiGo flight Ref PWF1FBDSDJ
29-05-2025,? 389.13,KFC - KFC meal Payment 57MJ3H
06-03-2025,"1,023",BIGBASKET - BigBasket groceries AHM
18-07-2025,? 325.20,STARBUCKS - Starbucks coffee POS/KH8NJ6
29-01-2025,532.05,DOMINOS - Dominos pizza POS/0RLEGS
30-04-2025,437 INR,WATER - Water bill Payment ISDIS9
30-12-2025,"1,174 INR",IRCTC - IRCTC train booking UPI/Y4Q298
24-12-2025,"1,132.25",GAS - Gas bill Ref WU1SC494XJ
08-03-2025,"1,402 INR",IRCTC - IRCTC train booking
16-05-2025,"? 1,200",GOIBIBO - Goibibo booking Payment YCSRH0
22-08-2025,"13,024",MAKEMYTRIP - MakeMyTrip booking AHM
25-04-2025,"1,459.64",JIO - Jio fiber bill UPI/6KK29R
15-07-2025,"2,636.39",ELECTRICITY - Electricity bill Txn 2Z6B1ASIU6K9
20-11-2025,953,GITHUB - GitHub subscription Payment J4TYV1
14-05-2025,"6,157.94 INR",AMAZON - Amazon office supplies Ref B1PO13PI81
09-01-2025,"3,048.26",ATLASSIAN - Atlassian Jira POS/Y3X4ME
20-03-2025,"? 10,457",VISTARA - Vistara flight ONLINE/J4KX2O
30-10-2025,"15,410 INR",META ADS - Meta ads spend ONLINE/6HDDX5
12-03-2025,? 695,RELIANCE FRESH - Reliance Fresh groceries ONLINE/J9KJVO
11-09-2025,50 INR,UBER - Uber trip Ref AM0EU2O75T
02-01-2025,"? 11,101",INDIGO - IndiGo flight UPI/RA9CSZ
14-07-2025,328,UBER - Uber trip POS/6C7Y1G
19-11-2025,239 INR,SBI - SBI service charge ONLINE/BU5CLL
19-12-2025,472,ADOBE - Adobe subscription AHM
03-07-2025,? 182,HDFC - HDFC bank charge POS/RSC4ZQ
11-12-2025,50,NEFT - NEFT transfer UPI/DV4SXV
29-12-2025,"? 7,914",FREELANCER - Freelance services MUM
19-02-2025,"? 1,285",IRCTC - IRCTC train booking POS/W3QKJS
04-09-2025,"1,887 INR",JIO - Jio fiber bill Ref CWYU2LUH0P
24-02-2025,"6,741 INR",AWS - AWS cloud charges BLR
05-01-2025,? 248,OLA - Ola ride BLR
03-01-2025,"1,607 INR",NEFT - NEFT transfer AHM
18-10-2025,? 115,HDFC - HDFC bank charge BLR
27-10-2025,"1,275 INR",GAS - Gas bill UPI/EUV64G
11-03-2025,"? 7,515",MAKEMYTRIP - MakeMyTrip booking
13-10-2025,"2,845.99",SLACK - Slack subscription AHM
15-12-2025,"2,695 INR",WATER - Water bill POS/QAM9YQ
20-10-2025,184.64,ICICI - ICICI bank fee
03-01-2025,"? 8,950",VISTARA - Vistara flight MUM
11-08-2025,"1,746.10",ELECTRICITY - Electricity bill Payment WKR61X
02-04-2025,111 INR,SWIGGY - Swiggy food order UPI/VM78HL
13-04-2025,"? 4,141",GOIBIBO - Goibibo booking UPI/ML6PAK
03-12-2025,80,DOMINOS - Dominos pizza BLR
15-06-2025,"16,028 INR",CA CONSULT - CA consultation Payment 7Q2146
05-06-2025,"11,490",GOOGLE ADS - Google ads spend Ref UQ0POGWDFY
02-02-2025,413,SPOTIFY - Spotify subscription BLR
21-10-2025,"11,211",META ADS - Meta ads spend POS/XHY3MX
21-04-2025,? 434,NETFLIX - Netflix subscription MUM
29-03-2025,"1,849.07",AIRTEL - Airtel broadband bill DEL
19-04-2025,"2,356",SLACK - Slack subscription UPI/V6MHVP
24-01-2025,? 797,RELIANCE FRESH - Reliance Fresh groceries POS/N60923
22-01-2025,"1,009",ADOBE - Adobe subscription ONLINE/7EGVQ3
22-10-2025,"? 4,133",FLIPKART - Flipkart office supplies POS/ELWI8R
26-01-2025,215.45 INR,DOMINOS - Dominos pizza ONLINE/HFS5M2
29-10-2025,"7,317",IMPS - IMPS transfer Ref C650XH9EDX
19-07-2025,689 INR,RELIANCE FRESH - Reliance Fresh groceries
07-04-2025,342 INR,RELIANCE FRESH - Reliance Fresh groceries BLR
15-12-2025,? 910,NOTION - Notion subscription POS/BLQA0E
17-03-2025,10,SBI - SBI service charge ONLINE/ZEUVG2
21-06-2025,"? 8,125",GOOGLE ADS - Google ads spend Txn KOOA8N39PUX1
25-11-2025,? 359,SPOTIFY - Spotify subscription
10-12-2025,? 500,GOOGLE ADS - Google ads spend
14-02-2025,"2,635",AMAZON - Amazon office supplies Payment K0B0O7
13-02-2025,"1,066 INR",RELIANCE FRESH - Reliance Fresh groceries ONLINE/37IYDO
08-12-2025,80,STARBUCKS - Starbucks coffee MUM
10-01-2025,? 159,DOMINOS - Dominos pizza ONLINE/Z9CHU7
22-06-2025,? 332,DOMINOS - Dominos pizza
04-05-2025,? 790,DMART - DMart groceries BLR
23-11-2025,"? 1,628",MICROSOFT - Microsoft 365 UPI/IKGMUZ
18-01-2025,219.31 INR,SPOTIFY - Spotify subscription DEL
16-08-2025,200,JIO - Jio fiber bill DEL
22-01-2025,? 466,IRCTC - IRCTC train booking MUM
09-07-2025,"7,340",VISTARA - Vistara flight POS/SW3QFD
25-02-2025,"? 1,233.74",RELIANCE FRESH - Reliance Fresh groceries Txn DK07T8HWW6XA
25-04-2025,"13,505",LEGAL - Legal services
06-09-2025,"1,178 INR",DMART - DMart groceries
28-08-2025,? 898,GITHUB - GitHub subscription BLR
15-07-2025,? 115,UBER - Uber trip ONLINE/JP2VB5
04-04-2025,200,MICROSOFT - Microsoft 365 ONLINE/NJHH2W
23-12-2025,"2,913",MICROSOFT - Microsoft 365
09-06-2025,? 816,RELIANCE FRESH - Reliance Fresh groceries UPI/UF9NMJ
06-06-2025,"? 2,745",ATLASSIAN - Atlassian Jira UPI/VIB3FO
10-07-2025,"? 1,855",ATLASSIAN - Atlassian Jira ONLINE/M3W8PX
05-07-2025,"1,807",RELIANCE FRESH - Reliance Fresh groceries UPI/69W1YC
11-10-2025,"13,565 INR",CA CONSULT - CA consultation DEL
14-07-2025,"14,218",META ADS - Meta ads spend MUM
07-09-2025,95,HDFC - HDFC bank charge Payment PDYSVI
28-09-2025,"? 3,869",FLIPKART - Flipkart office supplies BLR
12-04-2025,"7,784",AWS - AWS cloud charges MUM
29-12-2025,"1,240 INR",DMART - DMart groceries POS/5TIJIV
14-12-2025,104.65,ZOMATO - Zomato food order MUM
15-02-2025,220,SWIGGY - Swiggy food order POS/ZQ18OY
05-11-2025,258 INR,STARBUCKS - Starbucks coffee AHM
18-03-2025,10 INR,HDFC - HDFC bank charge Ref 9VXE66K05P
25-07-2025,"1,859",JIO - Jio fiber bill DEL
31-05-2025,61,ICICI - ICICI bank fee Txn LCNX8J9IZ8IA
21-11-2025,"6,885 INR",GOIBIBO - Goibibo booking
28-09-2025,112,HDFC - HDFC bank charge MUM
01-03-2025,? 194,OLA - Ola ride BLR
21-07-2025,247 INR,OLA - Ola ride MUM
01-04-2025,? 50,NEFT - NEFT transfer UPI/JT1H3J
23-10-2025,"1,232",GAS - Gas bill UPI/G0BXIL
03-01-2025,"9,126",UPI - UPI transfer DEL
30-06-2025,"? 2,451.58",NOTION - Notion subscription
07-08-2025,414.89,SPOTIFY - Spotify subscription AHM
04-08-2025,? 563.88,ZOMATO - Zomato food order AHM
18-06-2025,50 INR,UPI - UPI transfer Payment R8CPVV
01-05-2025,"8,189.58 INR",VISTARA - Vistara flight ONLINE/H3QIGC
14-01-2025,"? 1,455",ATLASSIAN - Atlassian Jira Txn 6A2UESUVRO13
27-02-2025,"1,211",NOTION - Notion subscription POS/B1C5GO
08-04-2025,"4,325",MAKEMYTRIP - MakeMyTrip booking AHM
24-03-2025,635 INR,MICROSOFT - Microsoft 365 DEL
25-04-2025,"8,836.79",CA CONSULT - CA consultation UPI/NT5UVV
25-09-2025,"1,900 INR",LEGAL - Legal services Txn KVRO6INSQ545
20-08-2025,196,ICICI - ICICI bank fee Payment 1SWS21
31-08-2025,80,STARBUCKS - Starbucks coffee BLR
09-03-2025,547,NETFLIX - Netflix subscription Txn YK9N27NNIP65
16-09-2025,? 317,KFC - KFC meal
04-02-2025,200,JIO - Jio fiber bill MUM
28-01-2025,10,ICICI - ICICI bank fee POS/6UGF9M
04-02-2025,872,GITHUB - GitHub subscription Txn XK2JO8V0E3M2
15-08-2025,558 INR,ZOOM - Zoom subscription BLR
04-04-2025,"3,092",GAS - Gas bill AHM
26-12-2025,"? 17,630",META ADS - Meta ads spend DEL
17-03-2025,232 INR,HDFC - HDFC bank charge
20-02-2025,"4,903",IMPS - IMPS transfer UPI/6RT5CH
22-04-2025,530.31,BIGBASKET - BigBasket groceries BLR
04-07-2025,"? 1,724.05",FLIPKART - Flipkart office supplies Txn 9OB63Y3WM591
05-01-2025,"2,081 INR",JIO - Jio fiber bill UPI/HPCTPQ
31-08-2025,"1,420",RELIANCE FRESH - Reliance Fresh groceries MUM
21-12-2025,649.08 INR,DOMINOS - Dominos pizza AHM
13-11-2025,713,SLACK - Slack subscription POS/E9ZIZE
09-09-2025,287 INR,OLA - Ola ride ONLINE/OELOPH
09-03-2025,"7,334",MAKEMYTRIP - MakeMyTrip booking MUM
22-12-2025,493,DOMINOS - Dominos pizza Payment EUIGBL
29-06-2025,904,ZOOM - Zoom subscription UPI/MP9R92
21-07-2025,? 200,JIO - Jio fiber bill AHM
21-06-2025,349 INR,ELECTRICITY - Electricity bill ONLINE/K354JC
04-02-2025,"1,604 INR",RELIANCE FRESH - Reliance Fresh groceries Txn HM3DUV6UZ95T
30-03-2025,"3,808",GAS - Gas bill DEL
09-06-2025,"? 7,071",GOOGLE ADS - Google ads spend Payment GWD7YV
15-10-2025,? 438,SPOTIFY - Spotify subscription Ref L7JXOB09QC
16-08-2025,"1,200",MAKEMYTRIP - MakeMyTrip booking Ref EQZUG8ZYD5
19-10-2025,977 INR,ADOBE - Adobe subscription MUM
26-05-2025,? 10,SBI - SBI service charge Payment 2ZYLC6
10-05-2025,"? 1,967",MICROSOFT - Microsoft 365 Txn NM9BK55BL863
04-06-2025,? 993,GAS - Gas bill POS/S4JDO7
30-04-2025,"10,122",AWS - AWS cloud charges AHM
05-02-2025,"? 1,284",DMART - DMart groceries ONLINE/6K8TQ3
23-10-2025,445 INR,NETFLIX - Netflix subscription MUM
24-07-2025,722,ADOBE - Adobe subscription Ref KYSIM9QJKS
15-01-2025,"? 10,017",INDIGO - IndiGo flight MUM
27-05-2025,128,UBER - Uber trip UPI/KN6YQ9
23-11-2025,"5,148 INR",INDIGO - IndiGo flight BLR
09-12-2025,"8,983",INDIGO - IndiGo flight DEL
29-01-2025,"15,488 INR",AWS - AWS cloud charges POS/I9N3ZM
20-04-2025,"7,441 INR",INDIGO - IndiGo flight MUM
05-01-2025,50 INR,UBER - Uber trip DEL
31-01-2025,"17,416 INR",GOOGLE ADS - Google ads spend AHM
06-10-2025,225,STARBUCKS - Starbucks coffee UPI/HDTUN3
01-02-2025,"1,046",RELIANCE FRESH - Reliance Fresh groceries ONLINE/MS1AB2
09-05-2025,"1,222",MAKEMYTRIP - MakeMyTrip booking UPI/9ZA5XB
14-05-2025,"? 2,319.24",WATER - Water bill AHM
28-07-2025,117,HDFC - HDFC bank charge Payment 6K4RSX
07-10-2025,"2,686.49 INR",GAS - Gas bill POS/9ZNCWM
21-07-2025,"1,563 INR",GAS - Gas bill Payment AEYRSO
06-06-2025,686.98 INR,SWIGGY - Swiggy food order Txn 9W6OODX6T753
19-08-2025,689,ZOMATO - Zomato food order Payment YKCEKW
08-03-2025,"2,478 INR",NOTION - Notion subscription DEL
09-03-2025,500 INR,FREELANCER - Freelance services
04-03-2025,"14,199 INR",GOOGLE CLOUD - Google Cloud billing MUM
18-03-2025,"20,802",GOOGLE ADS - Google ads spend UPI/QZKEK8
10-02-2025,"? 1,432.54",MICROSOFT - Microsoft 365 Payment CVBRP7
13-11-2025,? 279,ICICI - ICICI bank fee AHM
01-12-2025,? 596,IRCTC - IRCTC train booking
21-10-2025,80,SWIGGY - Swiggy food order POS/PJY1XK
24-08-2025,"? 5,541.08",VISTARA - Vistara flight
15-12-2025,885,WATER - Water bill
06-10-2025,"1,629 INR",ZOOM - Zoom subscription BLR
22-05-2025,150,FLIPKART - Flipkart office supplies BLR
19-08-2025,"? 3,588",AMAZON - Amazon office supplies ONLINE/88RD0D
04-08-2025,"1,568.02",AMAZON - Amazon office supplies AHM
05-12-2025,"? 14,483",AWS - AWS cloud charges UPI/2MZYO5
30-04-2025,702,STARBUCKS - Starbucks coffee BLR
13-12-2025,"? 5,198",GOIBIBO - Goibibo booking UPI/DQFYLK
04-01-2025,"17,347",AWS - AWS cloud charges DEL
09-05-2025,815,SLACK - Slack subscription BLR
12-04-2025,"? 3,341",MAKEMYTRIP - MakeMyTrip booking AHM
26-01-2025,"3,863",GITHUB - GitHub subscription AHM
14-03-2025,330,UBER - Uber trip Txn 8OA109573WNG
22-07-2025,"3,388",ATLASSIAN - Atlassian Jira POS/RDTS9I
31-07-2025,656 INR,KFC - KFC meal AHM
20-03-2025,"? 13,459",META ADS - Meta ads spend ONLINE/C58J9K
20-12-2025,? 150,HDFC - HDFC bank charge DEL
16-05-2025,"8,815",IMPS - IMPS transfer DEL
21-11-2025,200,SLACK - Slack subscription BLR
05-09-2025,173,HDFC - HDFC bank charge POS/N7JRDD
06-06-2025,"? 7,111",IMPS - IMPS transfer Ref 4W5Q5JCDNY
04-12-2025,423.92,DOMINOS - Dominos pizza ONLINE/VE1Y5G
23-01-2025,"? 11,905",AWS - AWS cloud charges MUM
08-07-2025,"? 3,263.51",FLIPKART - Flipkart office supplies ONLINE/FE3OAJ
14-12-2025,? 10,SBI - SBI service charge BLR
16-05-2025,200 INR,GAS - Gas bill Payment 3MLGFI
21-08-2025,"2,864",ZOOM - Zoom subscription Txn 1SACBJHIHDY9
05-08-2025,50 INR,UPI - UPI transfer BLR
09-08-2025,"11,640",MAKEMYTRIP - MakeMyTrip booking BLR
24-07-2025,"4,476",FLIPKART - Flipkart office supplies Ref U88KXZ1880
19-08-2025,"2,154 INR",BIGBASKET - BigBasket groceries BLR
12-01-2025,582,NETFLIX - Netflix subscription
30-09-2025,"13,771",GOOGLE ADS - Google ads spend DEL
20-12-2025,"2,116",ATLASSIAN - Atlassian Jira MUM
13-08-2025,? 760,SWIGGY - Swiggy food order Payment JG4AZW
19-08-2025,? 550,SPOTIFY - Spotify subscription
01-07-2025,"16,082 INR",META ADS - Meta ads spend MUM
05-02-2025,"? 2,297",UPI - UPI transfer UPI/ZD5SD8
17-03-2025,200,JIO - Jio fiber bill MUM
28-07-2025,474.35,DMART - DMart groceries BLR
03-06-2025,"13,397 INR",CA CONSULT - CA consultation POS/Z644T3
29-09-2025,"3,371.37",AWS - AWS cloud charges
15-09-2025,"3,032",GOOGLE ADS - Google ads spend Payment GSM0SK
13-12-2025,"11,948",META ADS - Meta ads spend UPI/R45IJE
24-07-2025,80,STARBUCKS - Starbucks coffee
06-02-2025,311 INR,DOMINOS - Dominos pizza BLR
05-08-2025,"? 5,371",GOOGLE CLOUD - Google Cloud billing MUM
30-07-2025,337,DOMINOS - Dominos pizza ONLINE/AP9ZE2
13-11-2025,"7,725",VISTARA - Vistara flight DEL
23-05-2025,"12,849 INR",NEFT - NEFT transfer BLR
21-06-2025,"10,020 INR",CA CONSULT - CA consultation DEL
07-07-2025,"2,696",FLIPKART - Flipkart office supplies UPI/GDAJYF
02-03-2025,257 INR,NETFLIX - Netflix subscription Txn 7JMDMRLTGQXZ
11-05-2025,"4,422 INR",AMAZON - Amazon office supplies Txn C3ZG8CGDNDRR
12-06-2025,? 369,NETFLIX - Netflix subscription ONLINE/Z28ZOF
29-09-2025,150,AMAZON - Amazon office supplies
13-09-2025,"2,195",ATLASSIAN - Atlassian Jira POS/AK6QCM
07-01-2025,? 226.10,NETFLIX - Netflix subscription
08-02-2025,? 415,SWIGGY - Swiggy food order DEL
09-09-2025,470,SWIGGY - Swiggy food order POS/VSAOQZ
03-02-2025,"2,636 INR",MICROSOFT - Microsoft 365 Ref 24UQOJR12N
17-03-2025,"? 1,255",WATER - Water bill POS/ZJCXHB
07-09-2025,"1,685",JIO - Jio fiber bill UPI/5R0ZT8
13-10-2025,"2,128.93 INR",ATLASSIAN - Atlassian Jira DEL
30-04-2025,"? 6,899.62",GOOGLE ADS - Google ads spend Payment 0RMA8R
01-05-2025,"7,500",MAKEMYTRIP - MakeMyTrip booking Payment 7WEMSH
05-07-2025,? 669,ELECTRICITY - Electricity bill BLR
03-02-2025,"2,957 INR",DMART - DMart groceries DEL
02-08-2025,"? 1,200",INDIGO - IndiGo flight BLR
24-10-2025,"2,167",ELECTRICITY - Electricity bill AHM
26-09-2025,"2,403 INR",AIRTEL - Airtel broadband bill POS/MJGLTM
04-02-2025,"1,314 INR",ZOOM - Zoom subscription BLR
05-10-2025,? 44,SBI - SBI service charge UPI/SP7XKC
10-08-2025,500 INR,GOOGLE CLOUD - Google Cloud billing DEL
10-08-2025,681,STARBUCKS - Starbucks coffee UPI/B8CVKW
28-03-2025,"? 9,830.12",META ADS - Meta ads spend Txn KRVUBPHPBYC0
05-01-2025,174.98,ICICI - ICICI bank fee Txn CSCY91OOKKII
04-01-2025,824,KFC - KFC meal UPI/WW2FB6
12-05-2025,? 10,ICICI - ICICI bank fee POS/17EAZN
02-03-2025,500,LEGAL - Legal services POS/WFMLU4
11-04-2025,"11,551",CA CONSULT - CA consultation BLR
19-02-2025,"7,152 INR",GOOGLE ADS - Google ads spend Payment OH6ZUT
06-09-2025,"5,489",CA CONSULT - CA consultation BLR
17-12-2025,"1,546",GITHUB - GitHub subscription AHM
29-07-2025,"3,414 INR",JIO - Jio fiber bill DEL
17-10-2025,? 150,AMAZON - Amazon office supplies Ref TMJKEWE4M3
10-03-2025,466 INR,NOTION - Notion subscription
15-11-2025,? 50,IMPS - IMPS transfer MUM
09-07-2025,"2,067.22 INR",FLIPKART - Flipkart office supplies UPI/5AXM45
30-03-2025,"3,228",ELECTRICITY - Electricity bill POS/GLOUNW
10-07-2025,531 INR,ZOMATO - Zomato food order AHM
03-11-2025,"10,828.04",CA CONSULT - CA consultation BLR
23-10-2025,"29,387",GOOGLE ADS - Google ads spend Payment DKZC3N
17-01-2025,"1,766",NOTION - Notion subscription Payment JCM9RB
27-03-2025,? 33,ICICI - ICICI bank fee Txn G2TH47SGMAHK
12-09-2025,137,ICICI - ICICI bank fee BLR
07-01-2025,118,SPOTIFY - Spotify subscription MUM
18-11-2025,"2,345.21",AMAZON - Amazon office supplies Txn OUUXMCYBDYV5
09-11-2025,"12,384",FREELANCER - Freelance services POS/OURGX6
19-12-2025,"? 1,816",NOTION - Notion subscription POS/CLBZ7E
08-08-2025,662.15 INR,KFC - KFC meal DEL
30-03-2025,131 INR,OLA - Ola ride MUM
15-03-2025,"1,868",GAS - Gas bill Ref 69CBEFL0IB
23-07-2025,"? 9,701",IMPS - IMPS transfer BLR
17-05-2025,"4,093",INDIGO - IndiGo flight BLR
21-09-2025,"1,827",SLACK - Slack subscription
19-10-2025,151.18,UBER - Uber trip
05-10-2025,223,OLA - Ola ride ONLINE/9LKBLW
01-03-2025,"? 2,418.30",ZOOM - Zoom subscription UPI/A5WLVY
15-04-2025,"7,234",INDIGO - IndiGo flight
27-04-2025,"? 23,135",GOOGLE CLOUD - Google Cloud billing POS/YV41ES
14-03-2025,509,IRCTC - IRCTC train booking MUM
28-05-2025,80,STARBUCKS - Starbucks coffee Payment K0YTK9
27-04-2025,? 425,DOMINOS - Dominos pizza UPI/PYGWBY
14-05-2025,"? 3,519",AMAZON - Amazon office supplies DEL
20-11-2025,"5,564.14",META ADS - Meta ads spend Ref OEV0SY6PDF
06-09-2025,557,MICROSOFT - Microsoft 365
15-06-2025,"? 24,921",META ADS - Meta ads spend ONLINE/XV89EM
30-10-2025,564,DOMINOS - Dominos pizza
27-07-2025,"? 7,871.10",GOIBIBO - Goibibo booking Ref KRYYYKY2MW
12-07-2025,"7,103.45",LEGAL - Legal services
16-12-2025,"? 6,074",INDIGO - IndiGo flight Txn 2YHZTPS6FI47
11-08-2025,"2,580",WATER - Water bill Txn XL734VZ323F8
04-09-2025,"1,214",GITHUB - GitHub subscription AHM
05-04-2025,"? 1,962",ATLASSIAN - Atlassian Jira Payment HBJOJH
31-10-2025,50,NEFT - NEFT transfer Ref AHHSMKJ9R6
19-09-2025,"? 11,260",META ADS - Meta ads spend Txn YBN013M0U1EX
08-06-2025,? 290,ZOMATO - Zomato food order MUM
05-04-2025,"3,395.88",ATLASSIAN - Atlassian Jira UPI/407P3C
19-05-2025,"1,711",BIGBASKET - BigBasket groceries AHM
24-08-2025,396,STARBUCKS - Starbucks coffee DEL
22-07-2025,"3,161",AIRTEL - Airtel broadband bill
