date,amount,description
2025-05-06,"3,663",FLIPKART - Flipkart office supplies POS/LNKDMP
2025-03-10,50 INR,IMPS - IMPS transfer
2025-10-12,"6,968",INDIGO - IndiGo flight MUM
2025-02-25,"₹3,236",AIRTEL - Airtel broadband bill DEL
2025-03-15,200,GITHUB - GitHub subscription Ref AZ5FV8Z56M
2025-05-12,₹655,IRCTC - IRCTC train booking BLR
2025-10-14,19,ICICI - ICICI bank fee MUM
2025-10-19,421 INR,OLA - Ola ride ONLINE/TVYKUE
2025-10-29,537 INR,ZOMATO - Zomato food order Txn H95JWE8C9PT1
2025-12-10,"18,618.20",FREELANCER - Freelance services
2025-03-17,₹578,ZOMATO - Zomato food order Ref L43290DVV5
2025-11-29,919 INR,DMART - DMart groceries Txn RM34G3D697J2
2025-01-09,₹745,DOMINOS - Dominos pizza ONLINE/6PB4XW
2025-05-11,"₹5,736.89",GOIBIBO - Goibibo booking DEL
2025-03-12,246.15 INR,FLIPKART - Flipkart office supplies Ref JS7JHFKABS
2025-12-12,"5,299 INR",LEGAL - Legal services
2025-05-27,338,ZOMATO - Zomato food order BLR
2025-10-14,"1,121",AMAZON - Amazon office supplies UPI/L0AI8W
2025-09-20,439 INR,KFC - KFC meal BLR
2025-10-30,288.85,SLACK - Slack subscription ONLINE/2787WP
2025-06-07,479,SPOTIFY - Spotify subscription BLR
2025-05-25,200,GAS - Gas bill Ref USKOB025K9
2025-11-23,"14,976",GOOGLE CLOUD - Google Cloud billing
2025-03-25,"₹11,831",VISTARA - Vistara flight Ref 24G6Q9GS7D
2025-12-13,"1,446 INR",BIGBASKET - BigBasket groceries AHM
2025-04-12,"2,383.13 INR",AMAZON - Amazon office supplies MUM
2025-10-17,"₹1,596",GITHUB - GitHub subscription UPI/J10KIG
2025-03-26,₹738,ADOBE - Adobe subscription UPI/FDXL89
2025-11-25,"4,014 INR",NEFT - NEFT transfer Txn TPUGCBMY0I4R
2025-05-25,"1,207",BIGBASKET - BigBasket groceries Payment EYOAKC
2025-10-14,₹542,STARBUCKS - Starbucks coffee DEL
2025-05-07,"2,389",GAS - Gas bill AHM
2025-03-05,588,GAS - Gas bill
2025-12-03,"13,081",FREELANCER - Freelance services POS/00HR80
2025-10-13,₹175,OLA - Ola ride UPI/J4LSZ7
2025-07-02,"2,896 INR",GAS - Gas bill DEL
2025-06-09,"1,644 INR",ADOBE - Adobe subscription Payment TBQQRT
2025-03-08,"3,319",MAKEMYTRIP - MakeMyTrip booking
2025-08-30,"3,108 INR",JIO - Jio fiber bill BLR
2025-06-15,"1,279.02",ATLASSIAN - Atlassian Jira BLR
2025-05-20,122.78 INR,SBI - SBI service charge MUM
2025-07-28,₹512,NETFLIX - Netflix subscription DEL
2025-12-28,"1,667 INR",GAS - Gas bill Txn O7OQYQ33POYJ
2025-01-12,726,BIGBASKET - BigBasket groceries Payment 2XTNIJ
2025-01-13,217,ICICI - ICICI bank fee Payment XORBIU
2025-04-05,"₹6,559",GOOGLE CLOUD - Google Cloud billing BLR
2025-08-12,₹759,SLACK - Slack subscription Ref 7LQRBKML80
2025-03-18,"₹1,224",SWIGGY - Swiggy food order Ref TVQOM1GTLQ
2025-07-25,"3,815.26",GOOGLE CLOUD - Google Cloud billing Payment VFDID8
2025-03-09,₹536,ZOMATO - Zomato food order UPI/N2JZPM
2025-01-15,"₹1,326",BIGBASKET - BigBasket groceries Payment V75YGO
2025-02-26,85,ICICI - ICICI bank fee BLR
2025-11-09,"9,159",GOOGLE CLOUD - Google Cloud billing MUM
2025-02-05,"₹2,120",ZOOM - Zoom subscription MUM
2025-03-07,602,IRCTC - IRCTC train booking ONLINE/Q3AOML
2025-03-28,"7,155",GOOGLE CLOUD - Google Cloud billing
2025-07-02,102,SBI - SBI service charge DEL
2025-03-26,₹80,DOMINOS - Dominos pizza DEL
2025-07-13,₹50,OLA - Ola ride AHM
2025-06-08,₹158,OLA - Ola ride
2025-12-18,"₹1,917",AMAZON - Amazon office supplies BLR
2025-01-25,"₹3,135.52",FLIPKART - Flipkart office supplies POS/N0AOC5
2025-10-17,673 INR,ADOBE - Adobe subscription Txn 00QVBO1NJYTC
2025-09-21,51,SBI - SBI service charge Txn LD314QX7L832
2025-09-16,50,UPI - UPI transfer POS/G33XBD
2025-05-20,"1,200",GOIBIBO - Goibibo booking Payment VWW5FO
2025-09-20,₹50,UPI - UPI transfer Txn FK323RSN9IE3
2025-07-01,"27,348 INR",GOOGLE ADS - Google ads spend Ref PBIMRRCY9Y
2025-05-05,"14,991.89 INR",AWS - AWS cloud charges POS/7YIEYN
2025-08-27,"1,200",VISTARA - Vistara flight BLR
2025-10-30,50,IMPS - IMPS transfer MUM
2025-02-01,"₹3,278",JIO - Jio fiber bill ONLINE/ZEYO4H
2025-10-22,"₹2,794",JIO - Jio fiber bill POS/RTAR90
2025-06-29,₹282,HDFC - HDFC bank charge Payment 7WIUX9
2025-08-06,200,ADOBE - Adobe subscription UPI/K5PEU5
2025-11-28,"2,974",GITHUB - GitHub subscription AHM
2025-12-24,"4,470 INR",VISTARA - Vistara flight DEL
2025-02-12,110,ICICI - ICICI bank fee Ref G61OFOYI73
2025-02-20,"1,931.57",ADOBE - Adobe subscription AHM
2025-06-19,"17,931",META ADS - Meta ads spend
2025-10-10,₹652,ADOBE - Adobe subscription BLR
2025-09-13,"₹8,609",VISTARA - Vistara flight Payment R5DLGF
2025-09-29,347.48,SWIGGY - Swiggy food order BLR
2025-03-17,"15,919 INR",META ADS - Meta ads spend Payment KMPO6Y
2025-02-01,"1,009.20",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-05-19,"3,821.74",WATER - Water bill Payment PK439F
2025-12-15,"₹15,799",META ADS - Meta ads spend DEL
2025-11-19,"₹1,410",ZOOM - Zoom subscription ONLINE/KM9WFW
2025-01-02,378.61 INR,KFC - KFC meal Ref CRA4IU914T
2025-05-28,"13,244 INR",GOOGLE ADS - Google ads spend Payment 66GOPI
2025-12-29,"13,239",INDIGO - IndiGo flight MUM
2025-10-14,"2,178.99",NOTION - Notion subscription
2025-03-30,₹229,HDFC - HDFC bank charge ONLINE/GX0HKP
2025-12-20,"1,200",INDIGO - IndiGo flight MUM
2025-09-04,860,DMART - DMart groceries Txn 0XEIFUV490UX
2025-06-29,₹770,IRCTC - IRCTC train booking DEL
2025-07-26,"₹11,782",VISTARA - Vistara flight DEL
2025-12-30,233,ADOBE - Adobe subscription Payment FYF0H5
2025-04-22,₹50,NEFT - NEFT transfer Txn LKDD66FO65SP
2025-12-09,"1,736.72 INR",JIO - Jio fiber bill ONLINE/ERIXRS
2025-09-11,"1,259.90",IRCTC - IRCTC train booking MUM
2025-04-28,₹349,SPOTIFY - Spotify subscription
2025-07-17,"₹2,525",CA CONSULT - CA consultation
2025-05-09,"2,346 INR",AIRTEL - Airtel broadband bill MUM
2025-04-09,"2,800 INR",WATER - Water bill Ref KXMS1A4GS9
2025-01-04,₹382.23,DOMINOS - Dominos pizza ONLINE/TBGEMY
2025-08-04,"1,929",ATLASSIAN - Atlassian Jira
2025-12-08,700.49,SWIGGY - Swiggy food order AHM
2025-01-23,500,LEGAL - Legal services Payment UO9T5B
2025-01-28,397 INR,STARBUCKS - Starbucks coffee AHM
2025-05-05,511 INR,NOTION - Notion subscription ONLINE/Z305SS
2025-12-18,"₹3,187",IMPS - IMPS transfer ONLINE/59YVGZ
2025-03-25,₹182.91,NETFLIX - Netflix subscription Txn 2BMJQGRBU187
2025-05-08,"7,799",NEFT - NEFT transfer Payment VAWW1G
2025-12-08,"₹11,654",INDIGO - IndiGo flight DEL
2025-10-20,901,SWIGGY - Swiggy food order UPI/K5NRXB
2025-02-16,"1,707",MICROSOFT - Microsoft 365 AHM
2025-03-13,"2,478",ELECTRICITY - Electricity bill POS/F62FZI
2025-07-15,"₹1,412",RELIANCE FRESH - Reliance Fresh groceries UPI/46HLXH
2025-04-06,"₹6,108",FLIPKART - Flipkart office supplies Txn RS6UI795PVY9
2025-11-14,"₹2,963",ADOBE - Adobe subscription Payment 6AT9EQ
2025-07-13,170 INR,SWIGGY - Swiggy food order POS/YKZSJ0
2025-11-05,367 INR,MICROSOFT - Microsoft 365 MUM
2025-06-03,"13,616 INR",META ADS - Meta ads spend ONLINE/KX918I
2025-02-18,882 INR,DOMINOS - Dominos pizza
2025-08-31,₹291,HDFC - HDFC bank charge Ref 4RFVV87D4B
2025-06-16,"₹3,384",AIRTEL - Airtel broadband bill MUM
2025-01-12,50,UPI - UPI transfer Ref IFRHXEQIDH
2025-02-20,"₹1,795.07",GAS - Gas bill DEL
2025-10-08,405,NETFLIX - Netflix subscription AHM
2025-10-14,"2,961 INR",ATLASSIAN - Atlassian Jira Payment TBYBE2
2025-10-07,"3,339 INR",LEGAL - Legal services Payment JIHM96
2025-03-04,"14,338.23",INDIGO - IndiGo flight Ref XQVTX634ZH
2025-10-13,398.69,NETFLIX - Netflix subscription BLR
2025-11-30,"₹1,747",JIO - Jio fiber bill BLR
2025-04-04,80,DOMINOS - Dominos pizza ONLINE/MQCXWZ
2025-02-06,"₹2,007",JIO - Jio fiber bill DEL
2025-05-15,32.32,HDFC - HDFC bank charge Payment KK05D3
2025-12-19,₹947,BIGBASKET - BigBasket groceries MUM
2025-12-01,₹588,RELIANCE FRESH - Reliance Fresh groceries Txn 17C1AMQML37C
2025-04-01,80 INR,KFC - KFC meal DEL
2025-03-07,"13,059",VISTARA - Vistara flight DEL
2025-11-29,"3,014.32",MICROSOFT - Microsoft 365 POS/C4ALHP
2025-05-09,"3,289 INR",ATLASSIAN - Atlassian Jira DEL
2025-06-02,"₹1,997",NOTION - Notion subscription DEL
2025-05-23,"1,034 INR",DMART - DMart groceries Payment 92JBS2
2025-05-07,373 INR,SPOTIFY - Spotify subscription AHM
2025-08-31,"15,303",META ADS - Meta ads spend ONLINE/93VP2K
2025-01-13,₹402,NETFLIX - Netflix subscription ONLINE/F7QJMY
2025-10-01,672 INR,ZOOM - Zoom subscription Txn FY3KG6ERMQ0Z
2025-04-28,"₹1,019",IRCTC - IRCTC train booking Payment JYKHGE
2025-07-18,200,WATER - Water bill Ref J3FBQ47OFB
2025-08-20,246,SWIGGY - Swiggy food order ONLINE/EISTG9
2025-11-16,"6,495 INR",AWS - AWS cloud charges Ref YC4V7ZYAQ0
2025-09-01,"1,960 INR",IMPS - IMPS transfer Ref BWYKKB3D8P
2025-01-02,"₹1,954.32",JIO - Jio fiber bill
2025-04-21,740 INR,RELIANCE FRESH - Reliance Fresh groceries ONLINE/LB0RHA
2025-08-03,"₹8,262",IMPS - IMPS transfer MUM
2025-02-27,480 INR,FLIPKART - Flipkart office supplies Payment 40YGCK
2025-10-03,98 INR,SBI - SBI service charge Ref 0PSELH600G
2025-03-07,"5,948",MAKEMYTRIP - MakeMyTrip booking DEL
2025-08-17,554,SPOTIFY - Spotify subscription MUM
2025-01-11,"3,332 INR",AMAZON - Amazon office supplies AHM
2025-06-08,"₹1,236",BIGBASKET - BigBasket groceries ONLINE/RC2Y7N
2025-05-06,"2,307",GAS - Gas bill Payment F19F34
2025-07-26,348.58 INR,DOMINOS - Dominos pizza Ref JXM2LRPVPU
2025-03-17,118,ZOMATO - Zomato food order BLR
2025-03-20,388.32,MICROSOFT - Microsoft 365 UPI/LP15A7
2025-05-04,150 INR,IRCTC - IRCTC train booking Ref DLX5K2QYPH
2025-02-24,"5,468.89",GOOGLE CLOUD - Google Cloud billing Payment ZY0LSF
2025-11-07,"1,223",BIGBASKET - BigBasket groceries Ref P9NK6V4C36
2025-05-25,"₹13,954",LEGAL - Legal services ONLINE/HBCQHB
2025-10-02,"₹3,367",GAS - Gas bill Payment F6FGDG
2025-03-02,486,SPOTIFY - Spotify subscription BLR
2025-12-21,"1,485.07",AIRTEL - Airtel broadband bill AHM
2025-03-22,"₹3,189",AMAZON - Amazon office supplies ONLINE/ONXMYX
2025-06-18,281,HDFC - HDFC bank charge MUM
2025-02-07,130,UBER - Uber trip UPI/SOONBR
2025-01-16,"₹12,999.68",INDIGO - IndiGo flight
2025-11-08,"₹1,817",GAS - Gas bill ONLINE/0XYP5U
2025-10-23,602,NOTION - Notion subscription ONLINE/7GX8OF
2025-03-26,318.66,UBER - Uber trip AHM
2025-01-31,"2,553.05",GAS - Gas bill ONLINE/5SBMY7
2025-01-21,₹170,UBER - Uber trip MUM
2025-03-19,₹471,KFC - KFC meal ONLINE/GOF2V8
2025-08-01,"₹3,725",ELECTRICITY - Electricity bill DEL
2025-02-01,₹200,ELECTRICITY - Electricity bill DEL
2025-12-12,96,HDFC - HDFC bank charge Txn 1BYLD7LB6PC1
2025-12-19,78.59 INR,OLA - Ola ride DEL
2025-03-20,200,WATER - Water bill AHM
2025-09-17,"1,937.38 INR",JIO - Jio fiber bill UPI/OIX6GW
2025-12-14,531,NETFLIX - Netflix subscription Ref RF0UXMYYE3
2025-01-13,446,OLA - Ola ride ONLINE/Q5WQL9
2025-10-09,416.02,UBER - Uber trip BLR
2025-10-13,"2,297",MICROSOFT - Microsoft 365 POS/WIYCYI
2025-01-11,"1,077",RELIANCE FRESH - Reliance Fresh groceries AHM
2025-06-19,564,ADOBE - Adobe subscription BLR
2025-05-30,"9,821",GOOGLE ADS - Google ads spend AHM
2025-03-13,"₹15,214",AWS - AWS cloud charges Ref V45HCTTZ4K
2025-03-14,₹840,RELIANCE FRESH - Reliance Fresh groceries DEL
2025-11-20,192 INR,HDFC - HDFC bank charge MUM
2025-09-01,"2,312 INR",NOTION - Notion subscription MUM
2025-08-22,"1,505 INR",DMART - DMart groceries DEL
2025-02-04,"₹7,353",IMPS - IMPS transfer DEL
2025-05-30,₹291,GITHUB - GitHub subscription UPI/RCE3KB
2025-08-22,"10,519",MAKEMYTRIP - MakeMyTrip booking DEL
2025-02-26,319,JIO - Jio fiber bill Payment 5HXO7Y
2025-08-27,798,IRCTC - IRCTC train booking BLR
2025-05-10,"₹6,201",FREELANCER - Freelance services Ref GC0HKZ04J4
2025-05-10,150,FLIPKART - Flipkart office supplies DEL
2025-09-16,₹500,META ADS - Meta ads spend UPI/2DLZNM
2025-09-06,₹164,ICICI - ICICI bank fee Payment AQIZQH
2025-02-16,"2,132",NOTION - Notion subscription DEL
2025-09-11,776.86,ZOOM - Zoom subscription Payment ZGSBMO
2025-04-25,"₹8,189",NEFT - NEFT transfer AHM
2025-05-08,"3,602",JIO - Jio fiber bill ONLINE/G9ORQP
2025-01-11,"₹7,813",GOIBIBO - Goibibo booking DEL
2025-04-13,₹150,FLIPKART - Flipkart office supplies
2025-04-24,"1,200",GOIBIBO - Goibibo booking DEL
2025-05-16,"8,316",LEGAL - Legal services MUM
2025-05-20,"2,334 INR",SLACK - Slack subscription Ref 337ZJ6YHUM
2025-08-12,"2,013.85 INR",ZOOM - Zoom subscription Ref UMNANA36U4
2025-01-11,81.10,HDFC - HDFC bank charge UPI/HFQA1V
2025-07-23,329.42,UBER - Uber trip POS/QF6NJ5
2025-09-20,₹319,NETFLIX - Netflix subscription ONLINE/MCN7T1
2025-02-07,"2,890",GOOGLE CLOUD - Google Cloud billing
2025-02-06,809,SLACK - Slack subscription Ref 9RNMIL5QEF
2025-01-31,"26,207",GOOGLE ADS - Google ads spend Ref EZOCS33ZIY
2025-04-30,"2,192",NOTION - Notion subscription
2025-11-21,186,ZOMATO - Zomato food order AHM
2025-03-15,200 INR,AIRTEL - Airtel broadband bill MUM
2025-04-30,"1,133",GAS - Gas bill POS/5CTHB4
2025-05-09,"2,867",RELIANCE FRESH - Reliance Fresh groceries
2025-06-18,"2,338 INR",ELECTRICITY - Electricity bill ONLINE/6RVWTK
2025-03-30,"10,623",VISTARA - Vistara flight BLR
2025-01-12,496,STARBUCKS - Starbucks coffee BLR
2025-04-21,"₹1,814",WATER - Water bill Txn 34RGPNQN1KU6
2025-05-25,₹296,ZOMATO - Zomato food order POS/AJNQYM
2025-11-12,"2,295",NOTION - Notion subscription UPI/6Y47NS
2025-04-05,"4,539",GOOGLE ADS - Google ads spend BLR
2025-02-27,₹150,IRCTC - IRCTC train booking Ref J5A2C549PB
2025-05-21,₹80,KFC - KFC meal
2025-10-14,"8,122",VISTARA - Vistara flight BLR
2025-10-28,"1,370",NOTION - Notion subscription UPI/T9IKST
2025-10-16,"9,466.47 INR",AWS - AWS cloud charges Ref 9IDLEPT3UR
2025-04-15,200,JIO - Jio fiber bill UPI/PS98G8
2025-08-22,"₹10,561",IMPS - IMPS transfer MUM
2025-01-17,"10,263.66",LEGAL - Legal services MUM
2025-01-06,"₹1,978",AIRTEL - Airtel broadband bill AHM
2025-10-23,"₹2,308.34",VISTARA - Vistara flight ONLINE/FX0CTD
2025-08-19,₹24.82,ICICI - ICICI bank fee Txn J6V8LMLP6ZCJ
2025-04-04,"1,058",DMART - DMart groceries UPI/K27Y8P
2025-12-18,186 INR,ZOMATO - Zomato food order AHM
2025-04-05,₹50,UPI - UPI transfer
2025-10-22,98.47,SBI - SBI service charge Payment KAL7YD
2025-01-03,"2,536 INR",AIRTEL - Airtel broadband bill ONLINE/QHQ319
2025-01-16,348,NETFLIX - Netflix subscription UPI/1RTF4H
2025-10-25,₹323,SPOTIFY - Spotify subscription MUM
2025-05-24,₹887,IRCTC - IRCTC train booking Txn 0EGS6VZ5N5R3
2025-06-05,"1,774 INR",BIGBASKET - BigBasket groceries Txn 2APW3S46FLT1
2025-02-09,317.40 INR,AMAZON - Amazon office supplies ONLINE/OTVJHI
2025-05-20,140,HDFC - HDFC bank charge MUM
2025-12-10,"₹6,680",MAKEMYTRIP - MakeMyTrip booking AHM
2025-12-02,"4,844 INR",FLIPKART - Flipkart office supplies AHM
2025-05-11,"5,941 INR",FREELANCER - Freelance services DEL
2025-08-24,₹655,SWIGGY - Swiggy food order DEL
2025-11-24,50 INR,UBER - Uber trip BLR
2025-05-09,50.41 INR,SBI - SBI service charge BLR
2025-04-08,50,UPI - UPI transfer Ref 2P1SSXXIQN
2025-07-20,532,NOTION - Notion subscription MUM
2025-03-07,"11,806",AWS - AWS cloud charges Ref 6TIDFXYBMJ
2025-03-13,"3,563",AIRTEL - Airtel broadband bill
2025-12-10,642,STARBUCKS - Starbucks coffee Payment 4BZQ52
2025-05-19,500 INR,LEGAL - Legal services AHM
2025-02-01,"₹6,204",NEFT - NEFT transfer Payment 8KWIEG
2025-11-12,"1,790.63",ADOBE - Adobe subscription Ref 6JY42Q3W7N
2025-08-09,"7,967 INR",MAKEMYTRIP - MakeMyTrip booking DEL
2025-12-03,500 INR,AWS - AWS cloud charges
2025-12-05,"₹2,642.21",AIRTEL - Airtel broadband bill BLR
2025-06-27,₹593,JIO - Jio fiber bill UPI/6BL0O6
2025-02-06,161 INR,SBI - SBI service charge AHM
2025-05-06,50,UPI - UPI transfer ONLINE/FZYKZQ
2025-10-26,₹427,OLA - Ola ride
2025-07-25,"₹2,203",AIRTEL - Airtel broadband bill Payment FOX97D
2025-02-24,845.31,RELIANCE FRESH - Reliance Fresh groceries DEL
2025-10-12,₹582,ATLASSIAN - Atlassian Jira Txn MSCO53CZ3TFY
2025-01-21,₹230,GITHUB - GitHub subscription AHM
2025-06-27,"3,774",FLIPKART - Flipkart office supplies Payment S88LRY
2025-11-07,503 INR,KFC - KFC meal Txn F6FYBV4PJJ5F
2025-04-17,"11,554",CA CONSULT - CA consultation Txn U7SZ0N460NT9
2025-12-15,₹357,OLA - Ola ride UPI/ID5R6D
2025-01-12,₹50,IMPS - IMPS transfer Ref 510DT2FGJJ
2025-11-10,496 INR,ZOMATO - Zomato food order ONLINE/B4VWW8
2025-12-30,435 INR,OLA - Ola ride POS/R3V795
2025-12-19,309,OLA - Ola ride BLR
2025-12-15,457,ZOMATO - Zomato food order MUM
2025-04-26,"₹13,343.38",GOOGLE CLOUD - Google Cloud billing Ref ON65HIU8I9
2025-10-18,134 INR,DOMINOS - Dominos pizza MUM
2025-06-22,"5,088.42",AWS - AWS cloud charges BLR
2025-03-24,₹281,SBI - SBI service charge MUM
2025-08-07,111.61 INR,SBI - SBI service charge Payment UHQ60I
2025-11-30,815.82,IMPS - IMPS transfer Ref S9AQD0KRAY
2025-08-04,₹633,ZOMATO - Zomato food order Payment VSOE7Q
2025-05-08,"8,784",CA CONSULT - CA consultation MUM
2025-04-06,₹649,IMPS - IMPS transfer UPI/KLB1T4
2025-12-23,₹580,SWIGGY - Swiggy food order DEL
2025-01-10,50,UPI - UPI transfer Ref HVPDJX1JJZ
2025-11-29,₹369.33,ZOMATO - Zomato food order ONLINE/53WY27
2025-07-26,135,OLA - Ola ride MUM
2025-01-27,543,ATLASSIAN - Atlassian Jira Txn D4P2S1KYYGQ1
2025-11-29,194 INR,STARBUCKS - Starbucks coffee ONLINE/V8KKNE
2025-11-25,"₹12,920",MAKEMYTRIP - MakeMyTrip booking Txn 993GO8TO2747
2025-09-12,"6,479",GOOGLE CLOUD - Google Cloud billing Txn UX978UTJ064K
2025-06-23,"3,661 INR",AMAZON - Amazon office supplies AHM
2025-11-13,"₹2,540",GAS - Gas bill Txn 2WXY30PS1Z0J
2025-10-02,"1,285.16",RELIANCE FRESH - Reliance Fresh groceries BLR
2025-09-02,₹238,ATLASSIAN - Atlassian Jira MUM
2025-05-03,468 INR,RELIANCE FRESH - Reliance Fresh groceries
2025-10-16,"3,428 INR",FLIPKART - Flipkart office supplies
2025-01-25,"2,939",AWS - AWS cloud charges BLR
2025-11-11,₹523,OLA - Ola ride ONLINE/F124QT
2025-03-06,"3,739",LEGAL - Legal services UPI/JG3705
2025-09-09,"2,994 INR",GOIBIBO - Goibibo booking MUM
2025-06-15,364,ZOMATO - Zomato food order POS/S0FX4X
2025-12-08,273,UBER - Uber trip Ref OC4MMU69JV
2025-08-27,874,KFC - KFC meal POS/X4GCW5
2025-09-21,50,UBER - Uber trip MUM
2025-04-10,725 INR,KFC - KFC meal ONLINE/5ZOV2A
2025-01-22,391.09 INR,DOMINOS - Dominos pizza UPI/O7V42F
2025-06-20,"₹3,570",FLIPKART - Flipkart office supplies Payment RQAMO9
2025-07-06,₹69,HDFC - HDFC bank charge
2025-12-06,"₹1,850",GITHUB - GitHub subscription Txn YYMI0V2EMUKH
2025-08-02,200,SLACK - Slack subscription MUM
2025-09-28,"21,622",AWS - AWS cloud charges Payment QRC2R0
2025-03-06,166 INR,SBI - SBI service charge ONLINE/PMUJX3
2025-02-23,"₹7,009",GOOGLE CLOUD - Google Cloud billing POS/6T0335
2025-04-30,602,IRCTC - IRCTC train booking Payment OHB9X4
2025-01-03,"7,389 INR",LEGAL - Legal services MUM
2025-06-03,₹223,HDFC - HDFC bank charge Payment 31KJ7E
2025-05-24,"₹13,049",GOOGLE ADS - Google ads spend POS/Z4TO82
2025-04-15,60,OLA - Ola ride UPI/4EW0VB
2025-05-26,621,STARBUCKS - Starbucks coffee UPI/ZR7X8W
2025-07-13,"2,993 INR",GAS - Gas bill DEL
2025-07-04,468 INR,ELECTRICITY - Electricity bill MUM
2025-01-22,"1,749",MICROSOFT - Microsoft 365 MUM
2025-07-06,"11,396",LEGAL - Legal services Ref 65F3TBA5Z3
2025-03-23,"1,612",BIGBASKET - BigBasket groceries POS/AYZGZ3
2025-03-09,"₹2,093",ZOOM - Zoom subscription AHM
2025-02-22,₹350,NETFLIX - Netflix subscription AHM
2025-08-08,"3,594 INR",GITHUB - GitHub subscription DEL
2025-11-25,"₹4,865",UPI - UPI transfer Ref 7388G39Y20
2025-12-28,"₹1,682",SLACK - Slack subscription Payment X06HZR
2025-11-11,₹222.29,UBER - Uber trip MUM
2025-10-04,277 INR,OLA - Ola ride Txn NAVU2ZOZ9P67
2025-05-14,576,NETFLIX - Netflix subscription DEL
2025-09-15,200 INR,DMART - DMart groceries ONLINE/8C5ZP6
2025-11-02,"1,326.22",BIGBASKET - BigBasket groceries Payment KVHYL9
2025-02-26,"2,120",NOTION - Notion subscription AHM
2025-12-18,"₹1,115.74",DMART - DMart groceries DEL
2025-05-05,"6,677 INR",CA CONSULT - CA consultation BLR
2025-08-01,"2,429",ADOBE - Adobe subscription POS/ZUH1IP
2025-10-20,"₹21,542",GOOGLE ADS - Google ads spend MUM
2025-01-14,265,SPOTIFY - Spotify subscription UPI/NV6KR1
2025-02-27,"₹5,007",CA CONSULT - CA consultation BLR
2025-04-04,"11,161 INR",FREELANCER - Freelance services BLR
2025-10-27,"2,286.97",ATLASSIAN - Atlassian Jira ONLINE/XT2OMW
2025-09-10,"9,583",LEGAL - Legal services Payment PBLGKA
2025-07-25,"₹9,939",LEGAL - Legal services UPI/MK0HL6
2025-02-15,"2,498 INR",NOTION - Notion subscription BLR
2025-08-22,"2,898",BIGBASKET - BigBasket groceries UPI/N4Q6T1
2025-05-26,"₹1,713",ELECTRICITY - Electricity bill
2025-04-18,"₹2,803",AWS - AWS cloud charges ONLINE/4C511Q
2025-08-02,50,UBER - Uber trip
2025-12-21,"₹1,197",ZOOM - Zoom subscription Payment TKJE9Z
2025-01-05,659.25,FLIPKART - Flipkart office supplies AHM
2025-02-23,"10,787 INR",UPI - UPI transfer BLR
2025-01-05,"4,283",FLIPKART - Flipkart office supplies MUM
2025-04-26,"2,385",AIRTEL - Airtel broadband bill MUM
2025-10-16,"₹10,795",UPI - UPI transfer AHM
2025-05-29,"1,758",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-03-17,656 INR,IRCTC - IRCTC train booking Txn K6S12S9MJ532
2025-02-11,701,MICROSOFT - Microsoft 365 DEL
2025-07-16,"₹2,448",RELIANCE FRESH - Reliance Fresh groceries Txn SBNB5TUKY1ZT
2025-07-02,"₹1,805.34",ADOBE - Adobe subscription BLR
2025-02-23,832 INR,RELIANCE FRESH - Reliance Fresh groceries
2025-10-25,"₹1,857",GOOGLE CLOUD - Google Cloud billing MUM
2025-12-23,"1,634.36",ELECTRICITY - Electricity bill AHM
2025-04-10,"1,605 INR",ZOOM - Zoom subscription BLR
2025-11-23,₹384,SPOTIFY - Spotify subscription UPI/K6FSZ1
2025-06-04,"₹11,136",LEGAL - Legal services Ref V1W88WDQET
2025-03-01,747,ATLASSIAN - Atlassian Jira AHM
2025-12-26,"₹10,754.75",AWS - AWS cloud charges Ref VVO8J6NVN1
2025-10-04,"5,778",NEFT - NEFT transfer MUM
2025-10-10,"₹21,316",META ADS - Meta ads spend Txn MXN2289IZQ6A
2025-11-10,"1,316.04",WATER - Water bill UPI/ZJA63M
2025-08-08,"5,025.34",GOOGLE ADS - Google ads spend MUM
2025-10-24,"14,908",GOOGLE ADS - Google ads spend ONLINE/8M875E
2025-08-24,"3,802.91 INR",GOOGLE ADS - Google ads spend BLR
2025-01-22,₹317,KFC - KFC meal ONLINE/YS7SVT
2025-02-08,"1,033",STARBUCKS - Starbucks coffee Txn KU2VRYY7H83C
2025-06-04,"₹2,240",VISTARA - Vistara flight MUM
2025-07-28,200,SLACK - Slack subscription UPI/V5ASD2
2025-11-04,"₹1,235.78",ATLASSIAN - Atlassian Jira AHM
2025-11-27,"₹3,101",AWS - AWS cloud charges BLR
2025-04-06,₹435,SPOTIFY - Spotify subscription AHM
2025-05-16,171,HDFC - HDFC bank charge BLR
2025-04-16,₹278,DMART - DMart groceries Payment 269K7L
2025-09-30,"5,951 INR",LEGAL - Legal services ONLINE/OG64SB
2025-10-20,₹529,NETFLIX - Netflix subscription BLR
2025-07-28,"11,692 INR",GOOGLE ADS - Google ads spend MUM
2025-11-24,137,OLA - Ola ride Txn GU9DLWH5C2CJ
2025-04-17,"3,281",ADOBE - Adobe subscription POS/WMKQAZ
2025-12-12,"₹5,620",FLIPKART - Flipkart office supplies DEL
2025-09-02,₹935,NOTION - Notion subscription DEL
2025-11-23,₹609,DMART - DMart groceries Payment 8FVQXD
2025-09-12,"₹4,502",LEGAL - Legal services DEL
